Without going into allot of detail. Manager was courteous and diligent in addressing my concerns.  She accommodated me respectfully and assured my comfort.  Food is within walking distance the property has an Asian Restaurant located in the building that delivers at minimal cost.  This was very convenient.   I will definitely return for business or pleasure.,YCF5,2016-03-30
"Free parking, decent rates, with free breakfast and (super crappy) free Wi-Fi.

I had a three day stay. On day two, the workers replaced all the beds in the hotel with new ones, not mine of course, because I was already checked in. So, needless to say, so-so bed at best. The pillows are HORRIBLE! I woke every morning sore from the bunchy, well worn, and deflated pillows. 

As stated in previous reviews, no hot water (and once it does come in, it is DANGEROUSLY hot. Parents beware! My son was screaming and quite red, and he is no wimp.)

The room badly needed a face lift, as the 1985-esque wallpaper was peeling profusely. And the carpet had sticky un-identifiable substances in a few places.

Breakfast: Decent, no complaints 

Service: Wonderful, outside of the douchy morning guy with a contemptuous attitude and the fact that they ration your towels like you're in a nut house and plan to use them for escape. There was 5 of us in a 2 bed suite and we received 3 towels..ok, and receiving more took a minimum of an hour each time, 'cause yeah..that works with kids. ( We attempted to get in advance, and went directly to front desk, and both times towels were unavailable.)

Would only stay again if on a budget, traveling alone, in a jacuzzi suite. Best Western next door is in same price range so maybe I will give them a whirl. ..",cristinas554,2016-03-18
"Parking: Free lot with plenty of spaces.

Staff:  Very friendly and helpful.

Location:  Off the 5 freeway and easy to find.  Lots of things nearby, McDonald's is literally next door and so is a Shell gas station.  But plenty of other eateries and shopping nearby.

Hotel:  Beds are so so, rooms are adequate.  In terms of budget, this hotel fits your needs.  One comment about the TV, basic cable with no HBO or Showtime.  

Wifi:  Free but slow, I would have rather paid for WiFi.

Breakfast:  Not bad at all with pancakes, coffee, bagels, and yogurts.

Overall:  3/5 stars, average hotel that will fit your budget needs.",lionel86,2016-02-25
Was very close to the business I had to do while in town. The restaurant inside had some great food. Did not have any transportation so I can't tell what was nearby. Staff was very friendly and helpful to get me to where I needed to be when checking out.  Was pretty quiet slept OK ,46edwardj,2016-02-17
"We booked last minute needing somewhere for the night on a business trip. Good location right off the freeway. We arrived late and got right in. 

The room is okay. The bathroom had somewhat been renovated leaving old with new. I had left my purse on the dresser and in the morning picked it up and it was filled with bugs. Promptly threw it away. We will spend a few more dollars for the hotel next door.",Acefalo,2016-02-14
"Nice area, felt safe...would stay at this hotel again.  Central location for where we needed to be.   Breakfast was good and low cost on the rooms.  Didn't enjoy pool (little cold outside) or hot tub this trip..... but this hotel worked for us.",denisebG8266PU,2016-01-25
"Our stay at Quality Inn & Suites Irvine Spectrum in Lake Forest, California was a great memorable one. The rooms were clean, good and neat. The breakfast was delicious. The staff at the reception were so friendly.",prakashpathi,2015-12-31
"I needed a place for a quick in-out one night stay.  My class was nearby and started earlier than I could arrive by air, so the only choice was to fly down the night before.  I did a search on TripAdvisor for places nearby and the Quality Inn popped up.  I have stayed at Quality Inns before, and while not luxurious, the do have free wifi and free breakfast.  On occasion, I have run into hotels that don't start the breakfast until 7 or 7:30, later than I can deal with.  This hotel started at 6:30 so it worked well.  Food wasn't gourmet, but quite acceptable and it is nice that they have take-away cups for the coffee for the ride to the class.",Halems,2015-12-04
"Like my namesake, Jonathan H reviewed, this hotel is clean and cheap and sometimes that's all you need.  We just cleared out a house that we sold so we were tired, it was raining, and the Quality Inn was in front of us.  The rooms are large enough and definitely clean.   We originally were only going to stay for two days but ended up adding two more as the hotel was so convenient to the freeway and surrounding restaurants.  Olive Tree Chinese Kitchen inside the hotel is a diamond in the rough---fabulous food that is not salty or smothered in goopy sauces.  Dumplings rivaled China town.  Breakfast at the hotel was fine with full-sized yogurts, eggs, sausages, and good coffee.  Service is very good.",jsh35715,2015-11-07
"If you look up the definition of a 2-star hotel, you might find a picture of this Quality Inn in Irvine. It certainly meets all the criteria: It's outdated but serviceable, and you probably wouldn't want to stay more than one night.

Among the negatives: A sliding glass door to the balcony that wouldn't lock, awful WiFi speed, and zero hot water in the shower. The room is in desperate need of an upgrade, and the TV remote didn't work. But if your expectations are low before you arrive, it's fine. The front desk cashier was friendly and they had a decent free breakfast in the morning. The hotel is located next to a McDonalds, and there's a Starbucks/gas station just two minutes away. It's also close to the freeway. 

As long as you're not expecting anything more than 2 stars, this property will do. We were only there for a total of about 10 hours, and that was more than enough.",56waldorf,2015-10-25
The Quality Inn is a budget hotel for people looking for a cheap place to stay....the have free wifi and a free fill your tummy continental breakfast which is a better option than buy breakfast at McDonald's next door.  There's a pool and a cheap Chinese restaurant in the lobby.  Its actually a decent deal for what you pay,jonathanh385,2015-10-06
"If you are on a budget it will be okay but I wouldn't stay too long. Here are some of the issues that may be a concern to you. First the lobby and hall ways are not air conditioned making hot days in these areas unbearable. This might make the staff cranky as well... 

Second the keys to the room did not function well requiring several trips to the front desk a hassle. While making several trips you'll notice the elevators are extremely slow and blazing hot when you are in them.... 

Free breakfast was not as good as other hotels as well. My recommendation if not a a strict budget try some place else in the area....",286RickM,2015-09-10
"This hotel was ok for our purposes. it was a place to shower and sleep. We did not intend to make it a resort stay.  It was really convenient to the freeway, shopping, and the place we were going each day. The hotel needs refurbishing. Everything was worn, but clean, except for the long black hairs on the bathroom floor after the maid had been there each day. It wasn't that the staff was unfriendly, they were just indifferent. Breakfast was mediocre at best. With all the hotels in the area, we probably wouldn't stay here again.",moses72548,2015-09-01
"I was traveling with a very budget conscious group for a conference in the area.  The hotel was fine, but worn. It definitely needs a cosmetic updates.  Some of the King bed rooms on the interior hall of the 3rd floor of the front building have cool vaulted ceilings so they seemed more spacious.  The outer rooms are just plain and small.  The beds/bath were clean, but there were some cigarette burns on the comforters and weird stains on the wall.  The area looks a little dodgy, but is near some decent neighborhoods.  We also think that the gas from our van may have been siphoned/stolen one night. It is hard to find good deals in Southern California so this place works if your money is tight.",SuzB0203,2015-08-28
"Staff not very friendly, Room was too hot when I arrived, by the time it cooled down enough to sleep it was 3:30 am and I had to get up at 5:30 am, the web site they said they offer a free shuttle within a 5 mile radius and when I asked they said we don't do that.Had I known this I would not have booked here. I don't think I would booking here again when I come to Cali again.",700robinm,2015-08-26
"This is a decent hotel, right off the freeway, so it's easy to find. Traffic is horrendous, but depending on time of day, it's a pretty short drive to Laguna Beach and some shopping centers. There is not much in the neighborhood of the hotel. Nothing in walking distance, except a Mcdonalds next door. The hotel is clean, and the rooms were nice and pretty quiet. They have complimentary breakfast, with hot foods and cold. ",Lotitravel,2015-08-02
Near freeway and not too far from Irvine.  Rooms are dated and front desk staff was generally polite but not great.  The breakfast was adequate and the lobby was relatively clean though not used to seeing so much fake greenery and flowers everywhere.  We did not use the pool and I hardly saw the restaurant open though we were gone most of the time.  Lots of families and a good value for the area.,NomadicSandra,2015-07-26
"Right off the freeway, easy to find.
Hotel needs a remodel. Rooms are dated but functional. Beds are ok. Shower is good. Pool is nice, outdoor.
Staff need a training in customer service. Looks and acts like they don't want to be there. Not very focused on customer service.
Free computer and printer access.
Parking is free.
Chinese restaurant at hotel, nice staff and food is fair.
AC unit is loud in the rooms.
Breakfast is basic, fruit, bagels, waffles eggs...
Would look at other options for next trip.",MAUREENH47,2015-07-16
"I really like this place when I need to visit my Kids. It is a very nice location
and what I really enjoy is the free breakfast. The way the room was arranged was
just perfect because When I would return from a short day or long day. The room was  in excellent condition.",rlafave143,2015-07-07
"As a Travel Agent/Owner of CruiseOne - Erik Fischer & Associates I would have to say this is on my top 5 of worst properties I have ever stayed at. Upon arrival in the early afternoon the employee (unknown when we drove up) was smoking and looked agitated when he put it out and walked inside behind the desk. They gave me a smaller room than requested. When I questioned him about this he was fairly argumentative and said I booked it online. I advised I called because they had the same picture for all the suites and I particularly wanted a 1 bedroom. Instead he put us in a junior suite and stated thats all they had. He then went on to tell me I was lucky he was checking me in before 3:00 pm as that is when check in time is. I told him I gave never had an issue with checking in early at other hotels and he argued with me no other hotel does it either. I asked if he wanted me to name who does and he said yes. It was like he was calling me a liar. Turns out he was the General Manager of this property and his name was Darren Yang. 

Room as as far back as you could get on the property. Upon entering I got hit with a extremely strong oder of mildew/mold. It was strong everywhere. The comforter really smelled of mildew. My nose instantly clogged up. When I went to call the phone did not work. I then found ants all over the bath tub. They were coming and going from the water valve and the overflow drain and I was on the third floor. 

I chose not to eat there as this hotel was a train wreck. Management was so very unprofessional and room was horrible. I told him what I did professionally and I would be reviewing his property but he did not care.

Bottom line.... stay clear of this property unless you don't care about the things I mentioned. I have stayed at all types of properties for my job from 5 star resorts to 1 star small family run properties and this is most definitely on my top 5 of worst which is disappointing as it is in a great location. It just needs new management and to be shut down for a renovation and fumigation.

Again, I will never return and I recommend the same to you.",CAP679915,2015-07-05
"In short, the best value I've found when work takes me to Orange County. 
This hotel is a border-line 2.5 star/3 star. It does have a restaurant (banker hours though so I've never been), but it does offer a free HOT breakfast that I've always enjoyed (especially their eggs and sausage).
There rates have been the best I can find for a 2.5 or 3 star hotel, and the 24-hour front desk has proven to be helpful more than just once.
I also really appreciate that most rooms at this hotel are not only spacious and equipped with microwaves, mini fridges, and flat screen TV's, but also come with private balconies.
",RealJock,2015-06-30
"I booked 6 rooms for my soccer team and their families because we were participating in a tournament in Mission Viejo. The location was excellent due to it being a short drive to Oso Complex. Each party had a minimum of 2 parents plus 1 teenager and we checked in Saturday evening around 5pm. Check in was great and no one had any issues. We also had one party that checked in at midnight with no issues to report. First, yes this is an older hotel but honestly if you want a ""new"" hotel you have to pay the price for that quality. We wanted convenience and  financially friendly. The rooms were fine and ALL parties said they were very pleased with their rooms. One negative, the AC was not kicking our freezing cold air even when the temp was adjusted to 60 degrees, but it was cold. Rooms were clean, showers worked fine, and the beds were comfortable. Positive, if you have kids the rooms have two Queen beds, not doubles, which was awesome for my two kids to sleep on. Pool area and spa was great. We used the washer/dryer to clean uniforms and detergent/coins could be purchased at front desk. Detergent was $2, wash cost $2, dry cost $2. All families took advantage of the free breakfast which was great. Everyone was pleased with the food. If your not a fan of the food their is a McDonalds in the parking lot. I liked the free breakfast! There is a chinese restaurant inside the hotel but we did not eat there. 
Only negative, not the hotel, is that people who stay can smoke. I don't smoke cigarettes and those who do usually have the smoke stay on their clothes and on any material they come in contact with. A guest was smoking on the balcony and I am sure the room will smell like smoke. Other than that everything was great and i would stay here again with my family for a short 1-2 stay. If looking for romantic getaway, this is not your spot. I recommend for short stay with kids/teens.",F9684ELpaulm,2015-06-08
"This is an old building that has been reasonably maintained, but shows it's age in some common areas like the garage, stairwells and pool area. I would have given this just an ""okay"" review, but for the 4 days I stayed there was always a problem with the hot water in my third floor room.  On two mornings there was none at all until I complained at the front desk and they said they had just ""reset"" the boiler. I had to wait a half hour an then the water was only tepid and barely warm enough to take a shower. On the third day the said the boiler had been ""fixed"" but in the next morning it was back to ""barely warm enough"" water.  In the afternoon and evening the water was properly hot so I decided to bathe before bed to ensure I had some. The room I had overlooked the pool located in the central courtyard, and it can be quite noisy with a group of people there.  On one night a large noisy group of teens decided to have a pool party until closing time, and I couldn't get to sleep for the noise even with the window closed.",585matthewh,2015-06-03
"My wife and I stayed at this hotel recently when attending a concert at the Verizon Ampitheater (now Irvine Meadows).  The first impression is that this is a very nice place as the lobby area is beautiful.  However, once we got into our room it was apparent that this is an older hotel that has had some cosmetic improvements but is still in need of a major overhaul and maintenance.  The drain stoppers in both the bathroom sink and tub were broken.  We also found a dirty t-shirt left on the floor from a previous occupant so the cleaning staff is questionable as far as their attention to duty.  They have a restaurant at this hotel which was ok.  (Chinese food)  The desk staff was also very slow and they didn't seem to know what they were doing.  I can't recommend this hotel as I am sure there are better places to stay in the area.",stevencH4861VJ,2015-05-27
"I picked this hotel because of its close proximity to the Irvine Amphitheater and the fact that they had shuttle service.  I booked ahead as the weekend was a surprise birthday present for my wife.  I called two days before to confirm everything and was informed they no longer did any shuttle service.  Alright, we'll work around the inconvenience.  Upon arrival, I was greeted with a big smile by Maj.  This, of course, was after she finished her texting.  Later I visited the front desk with a question, and again waited while the texting continued.  The next day at checkout, I was surprised to see Maj again with front-desk duty, with the obligatory wait while texts are completed.  Other than that, our visit was pleasant but too brief.  The room was clean and comfortable.  The TV was large but with only local and standard channels.  I would consider staying here again.  I would have given four stars, but having my own business, it was irritating to see someone who was hired to do a job playing on her phone.",travelforfunnstuff,2015-05-24
"For the price paid (~$100) and compared to other similarly priced hotels in the area, this hotel was bad. Its a slight step up from Motel 6, but below comparable budget chain hotels. 

First of all, the hotel is named  ""Quality Inn & Suites Irvine Spectrum"". This hotel is 3 miles from the Irvine Spectrum and the neighborhood is a big drop down from Irvine. 

Second, the rooms were really old. The room smells like cigarettes (even though the rooms were non smoking) and was really dark and poorly lit. The furniture was old, the carpet stained and had holes, and the curtains didn't work well so it was hard to get light in. Plus, it was really noisy from the freeway (even though I didn't face the freeway (Room 303) even with the sliding door closed.

Third, the free breakfast was not good. Juice was water like, eggs tasted like it was powdered, and rolls from $1 stores. Granted it was Free, but for a couple of bucks the McDonalds next door breakfast is a lot better. 

Fourth, I had a dispute with the front desk and corporate office regarding their Choice Privileges Hotel Reward Program. Rather than being a little accommodating and understanding, they were incompletely inflexible.

Overall, I will never stay here (or likely another Choice property (due to the dispute)) again as I believe there are better options for similar value elsewhere where my business is appreciated.",ewoo72,2015-03-27
"The area the hotel is located in is not great. Check in was fairly quick and i took the old elevator to the second floor.
Upon entering my room I got a smell of Damp and the room was dark and poorly lit. The room was very dated , but it was pretty much what i expected for the price, one of the cheapest hotels in the area.",497jaydal,2015-03-17
I have to admit it... I am a high maintenance Hotel customer. I like to stay at nicer places because they make me feel like I'm somebody important. MAJ and JIM both work the front desk at the Quality Suites and they handled all my high maintenance requests without even losing their smile. These are great employees and are excellent at customer service.,damonb533,2015-03-05
"When I arrived I was greeted by a sign in the counter saying someone will be back in five minutes, should have said ten.  My credit card imprint for incidentals was taken on an old imprinter on a piece of paper which now sits who knows where?  I had to walk through a wall of water pouring through the ceiling on the second floor walkway.  Literally a wall of water.  As I walked into the room there was a musty smell and many cosmetic flaws (wallpaper peeling) and possible water damage that was poorly repaired. Soffit above sink was only about 6 feet tall causing many head bumps. Bathroom was poorly lit and there was some mold on the ceiling in the shower.  There was no attention to detail anywhere.  All spaces were dated and needed updating.  Stairways weren't marked well I had to look at map in room to find their locations.  When i did use them they were dirty and were clumsily repaired including screws used to Hold down the plastic traction coverings.  Tripping hazard?  I booked this online.  Maybe they give the online bookings unremodeled rooms?  Pool had debris on the bottom. I won't ever stay here again.  Staff could use hospitality training also. Not friendly not hostile either just didn't seem professional or outgoing. Fridge and micro were stacked several feet from desk and looked out of place. Two lights weren't plugged in and the clock was not set even close to the correct time.  No attention to details.  I took photos, but apparently it's not possible to attach them when posting from a mobile device?",920MichaelW920,2015-02-04
"Wonderful suite at modest price.  Clean, classy room.  Great bed.  Pool/spa.  Hot buffet breakfast...bacon...yum.  QUiet; away from Freeway.  Fast food next door;half a dozen good restaurants in walking distance.  Perfect location just off Lake Forest and I-5.  Staff was professional and efficient. Will be back!  Great AARP rates make us oldsters feel wanted!",jimcJ5778JY,2014-12-19
"Was retreiving my Ford, at a nearby dealership. And took the train from the IE,. the afternoon before. I Thought:' ""how conveinient and well planned"",. It Was. I chose a room on the 3rd floor, which offered a Huge-pitched ceiling. I requested a nice view. I got: a view of an empty parking lot, and bustling commerce on the adjacent I-5 freeway. There was a balcony as well. Couch. Work Area. Good A/C. Big acceptable bed. In Room Coffee. But Nasty' Included' morning breakfast. Those Eggs? Oily? with crusty stuff around the edge. Not tantalizing. ust standard oily bacon. The Attitude and display of this AM breakfast, felt more like an Instutution. and Something from eastern europe? But then again I despise ""buffets"" and ""inc luded"" breakfast to begin with. LOVE breakfasts!  Just not one's that feel 'insulting"".  But The pool area: OK. and lower level Jacuzzi: a nice treat",aerovergalieas,2014-10-15
"My family and I were attending an event about 10 minutes away and this was the cheapest hotel in the area. It is right off the freeway which made it easy. Even though there is a parking garage, the lot fills up at night. Check in was easy enough. The breakfast was good, waffles, bagels, pastries, oatmeal, fruit. Make sure you get there early because it was busy and had to wait about 10 minutes to get a waffle. The room itself was clean, the bed was comfortable, but the carpet needs to be replaced. The bathroom needs an upgrade. There were broken tiles, faucet was falling apart, and the hairdryer made weird noises and didn't dry that well.  The staff was friendly. If you need to crash in the area, why not?",MrsBrandt,2014-09-05
Me and my boyfriend only stayed for one night while we were visiting Laguna Beach for a small budgeted getaway. However we had a very nice stay for a decent price. We checked in late at night and the front desk was exceptional. This hotel was clean and I would stay again.,GraceIshak,2014-08-11
"This motel is average at best. It's off of the 5 Freeway on Rockfield in a business park next to a McDonald's. If you see the McDonald's turn there! Otherwise you might bypass the motel. There are other ways of accessing this place, but this is the easiest. The neighborhood houses mid-scale types of restaurants and shops. Nothing fancy. Nothing real good. The mall down the road has seen better days. My room overlooked the pool. On stuffy days (which I had while I was there) the chlorine suspended in the air. So I closed the balcony door and turned on the air conditioner. The pool, though, is actually useful and there is a small exercise area. When I was there youth baseball players were using the facilities. The lobby is large, there's a guest computer useful for replacing the ""iffy"" Wi-Fi, and there's also an on-site Chinese restaurant. The continental breakfast is free but, if there is a large group staying there, try to eat early so you still have some good food choices left. My room had a fridge and microwave. Good for storing some drinks, groceries, and cookies. But I didn't like the bed pillows. They were shaped like rectangles and too firm. The motel is an easy drive down to the beachfront at Laguna. But you'll need to get an early start for free parking. Otherwise, you can feed the meters or park in the pay lots. Laguna does provide shuttle service. Free in the summer, a small fee other times. But I parked at the Laguna Hills Mall, hailed the 89 bus, paid a small fare and, 25 minutes later, was dropped 4 blocks from the sand. If you do this, check the schedule for the return because the evening buses run but once an hour.",Zoom_Gotti,2014-08-01
"This was the worst hotel experience for our money we have ever had. We paid $159/night and this hotel is more in value compared to a Motel 6, pretending to be something better. We reserved a non-smoking room, which wreaked of smoke. A dirty towel was left on the floor. A bed skirt was splattered with who knows what. The decor and decorations are cheap and thrown together. No coffee packets were provided in the room. When we did get them, we found out the coffee maker did not work properly, had coffee all over the place. The sliding door lock was broken, only the bar to keep it secure. Pool edge was about 5 feet from our room, extremely noisy, room 142. TV was not plugged in, but figured that out eventually. Someone elses hairs were in the sink upon arrival. Witnessed a server snap at a guest at breakfast, for no apparent reason, other than she was overworked and frustrated. Only one server was not enough for the amount of people trying to get breakfast. Coffee out, pastries out, forks gone, regular waffle mix out. Sand or some odd substance inside the entry to the outside. Halls/stairwells to outside were filthy. Carpets in the room made you feel dirty. Room door would not close unless you pulled it closed. This hotel is outdated and in need of major upgrades and deep down cleaning, as well as better management of housekeeping and maintenance.
It was a place to sleep, nothing more, and we won't be back.",Angie423,2014-07-29
"We Booked Your Hotel For A Soccer Event . The gentlemen at the front desk was not personable by any means. He seemed bothered he had to check us in. Room was stale and smelled like smoke! Ran out of towels , and their was a cockroach on the counter when we walked in. I would not recommend this hotel to anyone ! ",gretcheno760,2014-07-23
"Quality Inn & Suites Irvine Spectrum, recently stayed at this hotel 6/27 - 6/28. The hotel was very accommodating to our needs.  Close to Laguna beach and shopping malls. Great location for this trip. Hotel Lobby very relaxing and enjoyable, rooms very clean and spacious.",rockl766,2014-07-06
"I booked a five night stay. When I returned to the room it was cleaned but all the blankets were thrown on the sofa. I tried to call but the phone didn’t work. I called the hotel from my Cell and spoke to Jim. I told him that I was in room 231 and the phone didn’t work. He responded with a smart answer that I needed to push a button to get a dial tone, which I tried and pushed line one and line two. Then I explained my issue with the blankets. Again a smart answer - that means they should be back in maybe 10 minutes to make the bed. Twenty minutes later I called the toll free number but was told I couldn’t file a complaint until I checked out. So I  checked out early and booked with Best Western located behind thier location. Basically this location didn’t have enough sheets for the rooms occupied. I been a customer for a while but this is the last time I will stay at a Choice Hotel. By the Wat Best Wester Spectrum is Awesome !!!",NicoVas1,2014-06-17
"I went to Orange County for a sporting event from 6/5 to 6/9/2014 and got a great deal on this Hotel through priceline. My expectations were not too high considering the relatively low star rating and some critical reviews. I have to say that the Hotel exceeded all my expectations in any way.. I got there at 2:30, 30 minutes prior to their 3 PM check in time and the friendly young lady at the front desk were able to get me into a room after checking with the cleaning staff. The lobby looked very clean.. The front doors looked a little dated and could use a fresh coat of paint and the AC vents in the lobby showed a little bit of age, but other than that, the impression was flawless.. When I got to the room, I was pleasantly surprised.. The room was good size with a small balcony. The room appeared remodeled with upgraded bathroom and newer looking furniture. Bed was comfortable for me as I do like firmer beds like the one they had. Pillows are kinda small but as there were 4 of them on the king size bed, that wasn't a problem.  There was no noise etc. at any time that I spent in my room.. Just quiet and relaxing. Everything in the room was working and I took advantage of the little fridge to keep my sports drinks cool. 
The breakfast was a typical Hotel breakfast. The sausage was actually pretty good! The location is very good and lots of places in walking distance including the #1 rated Restaurant in the area, Peppino's.. There is also a Panera right in front of Peppino's. For those who prefer McDonalds, there is one right across from the Hotel. I did not use the pool but it appeared clean and inviting.
I think that with a little bit of minor maintenance (like painting the exterior right where the main entrance is), painting or replacing the front doors and replacing some of the ac vents that show some age, this should be at least one star higher rated.. I've been to 3.5 star Hotels that weren't any nicer than this one. I will likely be back at the Quality in in Lake Forest next year when I'm in the area again!",OlivierM698,2014-06-11
"Clean rooms and comfortable accommodations.  The breakfast was the best, especially if you love waffles.  The staff was kind and professional during my entire stay.  There is also a Chinese restaurant on the grounds, very good food.
      
      ",229cassandray,2014-06-03
"I was attending a wedding reception close by this hotel.  We decided it would be a good place to stay the night rather than drive back to San Diego late at night.  It took sometime to check in because the manager was behind the desk and there appeared to be no help.  I was not expecting luxury first class service so I was ok with waiting a bit.  However I did not bargain for bed bugs.  We stayed the night, checking out on Sunday morning. Driving home I started itching. I looked at my arms and had numerous bits.  I checked the symptoms on line and it proved to be bed bug bits.  It is one of the most miserable itchy, ugly, things I'm living through... 2 days later I still have welts.  I'm taking a medication and using copious quantities of anti itch lotion.  BTW: we also noticed that the hot tub was filthy and opted not to use it...maybe this was my clue of what was to come.  No quality here, just bed bugs!",carlyny2014,2014-05-20
"This was my first time in this property and won't be my last when I return to the area. 
I gave it excellent ratings in all categories because it delivered.....from the moment of checkin to checkout.
I appreciate the staff and the hospitality accorded to my stay. I want to single out Les at the front desk for exceptional service. 
The property has restaurants close by. It is located in a nice neighborhood and easy access to the freeway. Itv felt very safe and secure in and around the property.
I highly recommend to others.",kenyamitek,2014-04-10
"We were in Lake Forest for a family reunion.  We arrived a few days ahead of others in our group.  The hotel was once nice but badly in need of updating. Soiled paint and peeling wall paper.  The hotel is clean enough but gives an overall shabby appearance due to paint and wall paper issues.  There was also a very large, beautiful chandelier in the lobby.  The chandelier had not been cleaned in a very long time and looked dull and dirty.
The hotel was understaffed and I had to go to desk to get items needed for the room.
The day the rest of our party arrived there was a small letter sized sign at the desk advising that the electricity would be off from 10 pm until 6 am.  Several in our group had small children and would need to be up changing diapers and feeding.  No electricity was NOT an option.  When the desk personnel was told they did not desire to stay under these circumstances, the hotel told them they would NOT refund their deposit.   
We would not have even known there would be no electrify if our group had not been checking in and seen the small sign.",perrjojo,2014-04-04
I recently had to stay here for a business trip and I will say that the service that your front desk associate Jose was truly exceptional.  He was efficient and had a great personality.  My room was a little outdated but very clean. ,06msp,2014-03-16
"First views are nice, lobby and outside.  Room large but a little worn and non smoking room was smoky, moved to new room fast.  Only one towel and no soap once again call to front desk quick fix.  Exercise room light was out two of the three days we were there.  Breakfast was ok onsite Chinese Restaurant.  was good also a great Thai place close by.  This hotel is not a 2 1/2 star but a good value for over price area.",455EricB,2014-03-13
"Stayed one night, very old room and old furniture, but functional. Not really clean but not dirty either. The lobby was really crowded, receptionist was not as friendly but polite. They guy at the check out was really weird. Got free internet and worked well. Did not use any of their facilities. They have free continental breakfast but i did not try it.",Moitravel76,2014-02-10
"I paid $69 after taxes and other fees for one night in this hotel.  This was during New Year's eve as we did not want to travel over an hour to get home on a night with lots of drunks on the road.  Although the hotel was not the greatest in terms of comfort level, quality linens, noise level (hey it's new year's eve and they have a bar), the cost made the evening doable for our family and the free breakfast in the AM was a plus.",anchi123,2014-01-09
"We hosted a family reunion and our family members (more than 40) stayed in this hotel.  They were very happy with the accommodations, services and food.  The location and price are excellent.  Rooms are clean.  Breakfast are good.  The restaurant is great.  We definitely would recommend to our friends.y",106vivianw,2013-09-27
I stay here often and it's a really nice hotel I travel a lot so I stay at a lot of hotels this one makes me feel like I'm at home my room is always ready for me the staff is always friendly and they treat you great!!! The rooms are big and roomy and it's probably one of the cleanest hotels I've stayed at. I love it here!! ,Badash1116,2013-09-25
"When we (3 rooms booked) it was before 3 -2:15p.m. The two men in our party, my husband and another man were allowed to check in BUT the one woman in group was told she and her sister had to wait until 3. Why? So we all waited for her to check in. By the by hotel was not busy. Rooms were clean enough although our bathtub would not turn off all the way-so quite a waste of water. Hot breakfast? A joke. WE waited 20 minutes for scrambled eggs-they didn't materialize so I went to front desk-same guy as day before still didn't care and neither did the young woman preparing food. Remember the commercial ""1 potato, 2 potato...?"" No milk for cereal, no coffee (reg or decaf), no fruit just some remnants of what might have been an hour earlier AND ""breakfast"" still had 40 minutes to go. reiterating, hotel not busy. Front guy didn't care about leaky tub. We don't care to go back.",443diannab,2013-09-18
"You get what you pay for.

Pros: cheap, especially if you get an Express Deal through Priceline. Spacious king bed rooms, adequate bathrooms and breakfast. Central location.

Cons:
1. First room had strong urine smell coming from bath tub. They switched me to a cleaner room that smelled better.
2. Internet speeds, especially at night for some reason, are slowest I have experienced in any hotel. Sometimes, I got dropped and could not reconnect without explanation. Front desk couldn't help obviously.
3. Could be cleaner.
4. Would you believe my room phone was dead? Front desk didn't believe me, told me I shouldn't expect a dial tone. Then we tested it and they believed. Nothing done to remedy that.
5. Except for the bathroom outlet and the one attached to the desk lamp, none of the other outlets would hold the plugs. They would fall out immediately unless you taped them to the outlet. I carry multiple chargers/ power adaptors and don't like leaving them in the bathroom. This is 2013.
6. Tiny, uncomfortable pillows.",CaliforniaRamblin,2013-09-16
"This hotel looks and feels old and outdated. We ended up here because someone booked it for us on a team trip. The location right off the freeway is convenient and its close to plenty of restaurants and other shopping and locations. Walking in the lobby is full of silk plants and the reservation desk has a ceiling overhang I could reach up and touch. As soon as I saw that one of letters of the hotel name had fallen off and was stuck to the wall away for its a original spot I took it as a red flag. The poor guy checking us in had some kind of issue and even though there was a list and room key envelopes laid out knowing they were expecting guests the check in process was long and painful even though we had a reservation. 

We stayed on the 3rd floor and I would highly recommend staying on this floor. We had a balcony you could actually go out on and a super high vaulted ceiling that made the room feel spacious. We had a 1980's wood paneled mini fridge, that worked. There was a large flat screen tv. But the bathroom was half updated making it feel a little awkward. The beds were comfortable but small we didn't hear cR noise from the Mcdonalds next door or parking lot below. Luckily we weren't spending much time there.",skittlebean,2013-09-07
"Someone tried to come into our room at 3am.  I was woken up by a loud bang, and thought I saw light by the door.  I just figured my daughter was in the bathroom.  Turns out she wasn't. I noticed the security bar was pushed against the wall the next morning, and realized someone did try to come in. 
I told the manager at the desk the next morning, he was rude, snotty, and asked why I didn't ""call him when it happened since he was there all night, there was nothing he could do about it now"". I'd already explained I didn't realize what had happened until I got up later.
Besides the fact that unless a person has the card keyed for the room, no one should have been trying to get in at 3am.
The breakfast was terrible, and overall the staff we encountered were very unfriendly.
We travel often for soccer tournaments, and I will be passing the word on this place!",SherylF247,2013-08-15
"Stayed here Saturday Aug 10th on our way from San Diego to Long Beach. Book online after reading all the reviews on TA.
When we arrive we had to wait just a short time for the desk clerk to come back but once he showed we were registered and in our room quick. 
The room felt a little dirty but wasn't worth complaining about, though it did smell like someone had been smoking in it and was evident by the burn on the bed sheets.
The positive thing was that after 10:00pm there was a lot of noise coming from the pool, we called the front desk and the clerk was apologetic for not having been aware but within 5 minutes of being told the noise stopped. ",tdem523,2013-08-15
