Nuskan Inc.,info@nuskan.com,403-984-9020,http://nuskan.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Suite 250 237 8th AVE Calgary Alberta T2G 5C3
Osprey Integrity Limited,matt@ospreyintegrity.com,778-228-8909,https://www.ospreyintegrity.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,109 River Heights Drive Cochrane Alberta T4C 0J5
Ottawa Valley Agri Drones Inc.,dave@ottawavalleyagridrones.com,613-401-1405,https://www.ottawavalleyagridrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"1077 Allen Road, Deep River Ontario K0J1P0"
Pegasus Imagery Ltd,info@pegaususimagery.ca,587-986-3063,https://www.pegasusimagery.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,27018 SH 633 Unit 43 Sturgeon County Alberta T8T 0E3
PerryAir,justin@perryair.ca,604-848-5083,https://www.perryair.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,PO box 726 Garibaldi Highlands Garibaldi Highlands British Columbia V0N 1T0
Phoenix Heli-Flight Inc.,fly@phfymm.com,780-799-0141,https://phoenixheliflight.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1001 Saline Creek Parkway Fort McMurray Alberta T9H 0H8
Principal Point Geo Solutions,info@principalpointgeo.com,905-572-5095,http://www.principalpointgeo.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,87 Haddon AVE N Hamilton Ontario L8S 4A4
Queen City Drone Productions and Training,queencitydroneregina@outlook.com,306-527-1537,https://www.queencitydroneregina.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,8302 Sherwood drive Regina Saskatchewan S4Y 1J5
Remote Ops. Corp.,info@remoteops.ca,306-716-1197,https://www.remoteops.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,5523 Dalrymple Hill NW Calgary Alberta T3A1R1
Remotely Piloted Aircraft Systems Operations & Training Corporation (RPASOTC),info@rpasotc.ca,833-772-7682,http://www.rpasotc.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,95 Townsend DR Breslau Ontario N0B 1M0
Remotely Piloted Aircraft Training and Consulting(RPATC),contact@RPATC.ca,,https://www.rpatc.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Box 23007 Winnipeg Manitoba R3T 5S3
Resourceful UAV Works Incorporated,marina@resourcefuluavworks.ca,778-228-8909,https://www.resourcefuluavworks.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,48 Fireside Cochrane Alberta T4C 2L4
RotorBrains,learn@RotorBrains.com,,https://rotorbrains.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,Box 23007 Winnipeg Manitoba R3T 5S3
Roverwiz,info@roverwiz.com,289-872-0666,https://roverwiz.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,210-10909 Yonge ST Richmond Hill Ontario L4C3E3
RPAS CENTRE,info@rpascentre.com,1-877-376-6378,https://www.rpascentre.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2833 16TH AVE Markham Ontario L3R 0P8
RPAS Training and Consulting Ltd.,kris@rtac.ca,204-999-8915,https://www.rtac.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1014 Jessie Ave Winnipeg Manitoba R3M 1B2
RPM Aerial Services Inc.,info@rpmaerialinc.ca,888-776-8287,https://www.rpmaerialinc.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,34 Salmonier LINE Holyrood Newfoundland and Labrador A1X6M9
RPV Aviation,training@volatusaerospace.com,1-647-313-2485,http://www.uavtraining.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,60 Airport Road Oro Station Ontario LOL 2E0
Safesight Exploration Inc.,training@safesightxp.com,705-707-2487,https://www.safesightxp.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2181 Trout Lake Rd. North Bay Ontario P1B 7S3
Silvacom Ltd,silvacom@silvacom.com,780-462-3238,https://www.silvacom.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,3912 – 91 Street NW Edmonton Alberta T6E 5K7
Sky Sight Aerial Solutions Inc.,info@skysight.ca,844-759-0008,https://www.skysight.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"Unit 11, 3325 Harvester Road Burlington Ontario L7N 3N2"
Skydrone UAV Services Inc.,rwyers@skydroneuavs.com,1-800-670-1364,https://www.skydroneuavs.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,309-5980 2nd ST Grand Forks British Columbia V0H 1 H4
Skygate Videography Inc.,training@skygatedrones.com,902-432-0651,https://skygatedrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,15 Granville ST Summerside Prince Edward Island C1N 2Y7
Southern Alberta Institute of Technology (SAIT),aerocentre@sait.ca,1-403-774-5228,http://www.sait.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1301 16 AVE NW Calgary Alberta T2M 0L4
Spectral Aviation,info@spectralaviation.com,581-888-9044,http://spectralaviation.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1800 Bresse ST Quebec Quebec G2G 2P2
St. Lawrence River Institute of Environmental Sciences. / RiverLabs,info@riverinstitute.ca,613-936-6620,https://riverlabs.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2 St. Lawrence DR Cornwall Ontario K6H 421
Stinson Aerial Services Inc.,hello@Stinsonaerial.ca,250-897-5531,https://www.stinsonaerial.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,8622 Enns Rd Black Creek British Columbia V9J 1H8
SuavAir Aerial Imaging Ltd,Info@suavair.com,604-848-5083,http://www.suavair.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2025 Arnason RD Campbell River British Columbia V9W8E2
Sugu Drone Training,info@sugu.ca,1-888-359-7848,https://www.sugudrones.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,2833 16th AVE Markham Ontario L3R 0P8
Swift Drone Academy Inc.,info@swiftdroneacademy.ca,613-697-1004,http://www.swiftdroneacademy.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1443 Cheverny Cres Ottawa Ontario K4A 3C8
Switchback Spatial Solutions Ltd.,info@switchbackspatial.ca,403-968-2498,https://switchbackspatial.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,119 Wedgewood Drive SW Calgary Alberta T3C 3G9
Synergy Flight Training Ltd.,Info@Synergyaviation.ca,780-750-4994,https://synergyaviation.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"Building 38, 39 & 42 32-27018, SH633 Villeneuve Airport Sturgeon County Alberta T8T 0E3"
The First Nations Technical Institute,joannet@fnti.net,613-849-7124,https://fnti.net/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,3 Old York Road Deseronto Ontario K0K 1X0
The Security Centre Limited,rpas@thesecuritycentre.ca,780-951-1471,https://thesecuritycentre.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,206-11445 124 ST Edmonton Alberta T5M 0K4
TIER 1 UAV Solutions,johnsaundersphotography@gmail.com,902-719-7427,http://www.tier1uavs.com/about,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,160 Palmer RD Aylesford Nova Scotia B0P 1C0
Tilt/Shift,jbakker@shiftenvironmental.com,250-618-5529,https://tiltshift.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,38 Victoria Cres Nanaimo British Columbia V9R 5B8
Tom's Basement RPAS and Brewery,tom@tomsbasement.ca,-,https://www.tomsbasement.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,- - --- ---
Toronto Airways Inc,russellbyun@altohelix.com,905-404-9252,https://torontoairways.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,1250 Airport BLVD Oshawa Ontario L1J 8P5
UAVertical Ltd,grant@uavertical.com,587-998-2148,https://uavertical.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"PO Box 32085, Silverado Calgary Alberta T2X 0X4"
Unmanned Aerial Solutions Canada Ltd.,info@UASCanada.ca,613-361-2297,https://www.uascanada.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,16921 Headline RD Long Sault Ontario K0C 1P0
UTC North America,info@utcna.com,905-731-3153,https://utcna.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,"Unit 288-290, 505 Hwy 7 Thornhill Ontario L3T 7T1"
Veterans Elite drone Training Services Inc.,training@vedts.ca,204-962--868,https://www.vedts.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,88 Attache Drive Winnipeg Manitoba R2V 3L5
Victoria Air Photos and Survey Training,straightline8@gmail.com,250-507-6421,http://victoriaairphotos.com/pilot_training.html,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,7960 Arthur DR Victoria British Columbia V8M 1V2
VICTORIA FLYING CLUB,,250-656-2833,http://flyvfc.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,101-1852 CANSO RD Sidney British Columbia V8L 5V5
Victory UAV,support@victoryuav.ca,780-513-6233,https://victoryuav.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,10931 123 ST Grande Prairie Alberta T8V 7Z3
Visualize UAV Ltd.,Thomas@visualizeuav.ca,780-792-6090,https://www.visualizeuav.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,405 Heritage DR Fort McMurray Alberta T9K 1S4
Volatus Unmanned Services,training@volatusaerospace.com,1-833-865-2887,https://www.volatusaerospace.com/training/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,60 Airport Road Oro-Medonte Ontario L0L 2E0
Voyageur Technologies LTD,info@voytech.ca,780-257-1160,https://www.voytech.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,6707 59 ST Edmonton Alberta T6B 3P8
Waterloo Wellington Flight Centre,sspry@wwfc.ca,519-648-2213,https://www.wwfc.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,3-4881 Fountain ST N Breslau Ontario N0B 1M0
yuldrone,yuldrone.ca@gmail.com,514-995-8744,https://www.yuldrone.ca/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,54 Gordon Verdun Quebec H4G 2R3
Zephyr Systems Inc. DBA ‘Zephyr Tech’,training@zephyrsys.com,833-493-7497,https://zephyrsys.com/,,,https://tc.canada.ca/en/aviation/drone-safety/drone-pilot-licensing/find-drone-flight-school,133 W Michigan Ave Jackson 049201
